street_address,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,interest_level
102 W 80 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102 W 80th St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
102 West 80th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
102 convent ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-10 Queens Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-32 65th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"102-35 67th Rd,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-40 62ND AVENUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-40 62nd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-40 62nd Road,2,2,2,2,2,2,2,2,2,2,2,2,2,2
102-45 62nd Rd.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
102-45 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-50 62nd Rd.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-50 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-56 184th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1020 Ave of the Americas,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
1020 Bedford Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1020 Bedford Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1020 Bedford Avenue,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"1021 Decatur St. Brooklyn, NY",2,2,2,2,2,2,2,2,2,2,2,2,2,2
1024 Gates Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10240 62nd Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10245 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027 Walton Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027 Walton Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 5 Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
103 70th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
103 Avenue A,8,8,8,8,8,8,8,8,8,8,8,8,8,8
103 Charles Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
103 E 86 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 E 86th St.,8,8,8,8,8,8,8,8,8,8,8,8,8,8
103 East 86th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
103 Fifth Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 Fifth Avenue,12,12,12,12,12,12,12,12,12,12,12,12,12,12
103 Macdougal Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 North 7th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 W 105 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 Warren Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
103 West 105th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103 West 75th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103-44 68th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1030 Carroll St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1030a Carroll Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035 Clarkson Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035 Fulton Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1035 Washington Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035 Washington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1036 Jefferson ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1036 Jefferson ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1039 Broadway,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 2nd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 2nd ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 2nd avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 Bedford Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 E 31st St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
104 E 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 East 17th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
104 East 31st Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
104 Eighth Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 Manhattan Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 North 7th Street ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"104 North 7th Street, ",2,2,2,2,2,2,2,2,2,2,2,2,2,2
104 Riverside Drive,2,2,2,2,2,2,2,2,2,2,2,2,2,2
104 SUFFOLK Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 Second Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
104 Suffolk St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
104 Suffolk Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
104 W 83rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 West 83rd Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
104-09 Metropolitan Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104-106 Bedford,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104-106 Bedford Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104-20  Queens Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104-20 Queens Blvd,8,8,8,8,8,8,8,8,8,8,8,8,8,8
104-20 Queens Boulevard,7,7,7,7,7,7,7,7,7,7,7,7,7,7
104-25 195th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104-40 Queens Blvd,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"104-68 125th St, Richmond Hill, NY 11419  ",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1043 Bedford Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1043 Lexington Avenue,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1044 Flushing Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1044 Putnam,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1047 Bedford Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105  Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Charles Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 DUANE Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
105 Duane St.,7,7,7,7,7,7,7,7,7,7,7,7,7,7
105 Duane Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
105 Duane street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 E 15 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 East 15th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Franklin St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Haven Ave,5,5,5,5,5,5,5,5,5,5,5,5,5,5
105 Haven Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
105 Lexington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Lexington Avenue,19,19,19,19,19,19,19,19,19,19,19,19,19,19
105 Macdougal Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
105 Sullivan Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
105 W 29 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 W 29 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 W 29 street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 W 29th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 W 29th St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
105 W 55 St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
105 W. 29th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 West 105th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 West 113th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
105 West 29th Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
105 West 74th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 West 75th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Winthrop St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 east 15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 street and columbus avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 sullivan street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
105-05 69th ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105-40 62nd Road,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1050 Putnam ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1052 Dean Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1053 Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1054 Bergen street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10540 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1055 Second Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1059 Bergen St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1059 Second Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Central Park South,2,2,2,2,2,2,2,2,2,2,2,2,2,2
106 Charles Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
106 Convent Ave,3,3,3,3,3,3,3,3,3,3,3,3,3,3
106 E 15th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 East 81st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Fort Washington Ave,4,4,4,4,4,4,4,4,4,4,4,4,4,4
106 GREENWICH Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Greenwich Ave #2b,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Greenwich Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Greenwich Avenue,9,9,9,9,9,9,9,9,9,9,9,9,9,9
106 Ridge,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Ridge St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
106 Ridge Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
106 Seventh Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 W 105 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 W 105 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 W 105th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 W 69 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
106 W 69th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 West 105th Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
106 West 114th Street NYC,2,2,2,2,2,2,2,2,2,2,2,2,2,2
106 West 69th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
106 West 76th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 charles st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 charles street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1061 Saint Nicholas Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062 Bergen Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1062 Dean Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1065a Greene Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1067 Park Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1068 Winthrop Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1069 First Avenue,8,8,8,8,8,8,8,8,8,8,8,8,8,8
107 E 63 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 E 63 Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"107 E 63rd St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 E 63rd St.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
107 E 88th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
107 East 102nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 East 63 st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 East 63rd Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
107 East 88th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
107 East 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Greenpoint Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Havemeyer Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Joralemon Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Joralemon street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Roebling Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Saint Marks Place,8,8,8,8,8,8,8,8,8,8,8,8,8,8
107 St Marks Pl,4,4,4,4,4,4,4,4,4,4,4,4,4,4
107 St Marks Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Sullivan Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 W 68th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 W 74 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 West 13th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 West 69th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 West 69th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 West 74th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
107 east 10th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 west 69th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107-109 Sullivan Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107-29 Metropolitan Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107-30 89th St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
107-40 Queens Blvd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1070 Amsterdam,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1070 Bedford ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1070 Bedford, brooklyn, NY",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1070 Carroll St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071 Jefferson Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071 Saint Nicholas Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1071 St Nicholas Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073 1st Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073 1st avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073 First Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1073 Nostrand Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1074 Decatur Street Brooklyn, NY",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075 1st Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1075 1st Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1075 E 34th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075 Willoughby Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1076 Dean St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107a Halsey Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
108 05  101st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 05 101st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 Charles St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 Charles Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"108 Cooper St. Brooklyn, NY",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108 E 37th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 E 38 St.,21,21,21,21,21,21,21,21,21,21,21,21,21,21
108 E 38 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 E 38th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 E 38th St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
108 E 38th St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"108 E 96th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 E 96th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 E 96th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 East 38th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 East 38th Street,50,50,50,50,50,50,50,50,50,50,50,50,50,50
108 East 4th Street,16,16,16,16,16,16,16,16,16,16,16,16,16,16
108 East 96th Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
108 East 97th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
108 Ludlow Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 Park Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 Park Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 St Marks Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 Stanton Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 Steuben St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 W 15th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 W Houston Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 West 15th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 West 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 West Houston Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108-24 71st Avenue,8,8,8,8,8,8,8,8,8,8,8,8,8,8
108-37 71st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108-50 62nd Drive,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108-50 71st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108-50, 62nd Drive",1,1,1,1,1,1,1,1,1,1,1,1,1,1
108-57 64th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1080 Amsterdam Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1080 Amsterdam Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1082 President St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1082 President Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10824 71st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1085 PARK Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1085 Park Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1085 Park Ave.,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1085 Park Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1086 President Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1089 Dean Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
109 E 4th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109 East 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109 Ludlow Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
109 Madison Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109 Park Pl,4,4,4,4,4,4,4,4,4,4,4,4,4,4
109 Park Place,12,12,12,12,12,12,12,12,12,12,12,12,12,12
109 Riverside Drive,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109 Vernon Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109 W 105 Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
109 W 105th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
109 West 105th Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
109 West 113th St,9,9,9,9,9,9,9,9,9,9,9,9,9,9
"109 West 113th Street, Apt 1B",1,1,1,1,1,1,1,1,1,1,1,1,1,1
109-01 72nd Road,2,2,2,2,2,2,2,2,2,2,2,2,2,2
109-23 71st Road,2,2,2,2,2,2,2,2,2,2,2,2,2,2
109-33 71st Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1090 Saint Nicholas Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1091 Madison St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092 Bushwick Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1096 President St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1096 President Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11  Sackman Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 1/2 West 26th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 1st Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 E 1 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 E 17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 E 17 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 E 1st St,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11 E 1st St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 E 32,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11 E 37th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 E 78 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11 East 17th Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
11 East 1st Street,21,21,21,21,21,21,21,21,21,21,21,21,21,21
11 Great Jones Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Hillside Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 Hubert Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 Humboldt Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Hunterfly Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 JONES ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Jones St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Jones St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Jones Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11 Jones Street NYC,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Jones apt  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Maiden Lane,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11 Maple Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Stanton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 W 8 Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
11 W 8th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 WAVERLY PL,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 WAVERLY PLACE ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Waverly,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Waverly Pl,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11 Waverly Place,50,50,50,50,50,50,50,50,50,50,50,50,50,50
11 Waverly Place ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 West 8th Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11 Wyckoff Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 roosevelt pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 stanton ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-02 49th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-05 30th Rd,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11-05 30th Road,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11-14 46th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-14 46th Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-14 46th Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11-22 47th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 45th Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 45th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 46th Rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 47th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-44 30th Rd.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-44 44th Drive,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-44 Welling Ct,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 3rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 4th Ave,3,3,3,3,3,3,3,3,3,3,3,3,3,3
110 4th Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Bedford St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Bedford St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Bedford Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 E 7 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 E 7th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 E 84 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 E 84 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 E 84th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
110 East 1st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 East 84th Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
110 East End Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 East End Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Fourth Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Green Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Greenwich Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
110 Horatio,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Horatio St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
110 Horatio Street,20,20,20,20,20,20,20,20,20,20,20,20,20,20
110 Livingston St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Livingston St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Livingston Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
110 Macdougal St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Madison St #22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Madison Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
110 Reade Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 St Marks Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Third Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 W 74 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Washington St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Washington St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 West 14th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 West 26th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 West 32nd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 West 74th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 West 96th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 madison st.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110-114 Horatio St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110-114 Horatio Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
