display_address,bathrooms,bedrooms,building_id,created,description,features,latitude,listing_id,longitude,manager_id,photos,price,street_address,interest_level
 w 103,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 13th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 23 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 25 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 34 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 48,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 w 50th ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 wall st.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 wall st. ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
 wall street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 water st. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 west 48 street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 west 54th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 west 84th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 west houston,1,1,1,1,1,1,1,1,1,1,1,1,1,1
 west st.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
 west st. ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
 wiliam st. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
!!HOT HOT HOT NO FEE 2 BEDROOM!  I TOLD YOU IT'S HOT! west 49th street and 9th avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
#No Fee - CPE = Central Park East!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
#kc - NOFEE dream - Midtown West ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
#westvillage masterpiece studio,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$$$ Don't overspend in NYC $$$,1,1,1,1,1,1,1,1,1,1,1,1,1,1
*** Low Fee ** Low East 80's ***,1,1,1,1,1,1,1,1,1,1,1,1,1,1
*E 12TH*TRUE 2 BED / EXPO BRICK*,1,1,1,1,1,1,1,1,1,1,1,1,1,1
*Hot 30th Ave*4 Blk to N&Q!!Walk to Restaurants!Queen size bed!ASAP (CALL/TXT JOANNE 646-867-9475)  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-----------,1,1,1,1,1,1,1,1,1,1,1,1,1,1
... East 23rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
... Park Avenue South,1,1,1,1,1,1,1,1,1,1,1,1,1,1
... Rector Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
... Wall Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
... West 48th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
... West 49th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05  101st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
05 101st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Astor Place,16,16,16,16,16,16,16,16,16,16,16,16,16,16
1 Ave,7,7,7,7,7,7,7,7,7,7,7,7,7,7
1 Ave.,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1 BEDROOM EAST 49TH STREET! ONE OF A KIND!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 BEDROOM OFF CENTRAL PARK WEST! CALL NOW TO VIEW!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 BEDROOM ON CHRISTOPHER ST!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 BEDROOM! GORGEOUS FINISHES!,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Bank Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Battery Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Bedroom 33rd Street & 35th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Bedroom at E 56,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Duffield St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 Duffield Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Duffield street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Hanson Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 MONTH FREE ON RENOVATED HUGE 3 BEDROOM 2 BATHROOM MIDTOWN APARTMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 Main Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1 Northside Piers,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 River Court,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1 South Elliot Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 W 182 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 Wall Street Court,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 duffield street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 duffield street brooklyn,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 west ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1 west street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2 Downing Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1/2 E 84th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2 East 1st Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1/2 East 61st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2 First Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2 Morton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2 West 26th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/2 West 43rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 5th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 Ave,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10 Ave.,78,78,78,78,78,78,78,78,78,78,78,78,78,78
10 Charles Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 City Point,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10 Downing Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10 East 13th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 East 29th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10 Hanover Square,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10 Hanover sq,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 Jones Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 Rutgers Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 West 135th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10 West 87th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10-40 River Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100  Allen St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 Beekman Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 Broadway ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 Dupont St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100 Dupont St, Brooklyn, NY 11222",2,2,2,2,2,2,2,2,2,2,2,2,2,2
100 Jane Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 John St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100 John Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 Maiden Lane,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100 Riverside Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 Saint Marks Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 West 31st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 West 93rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100 Willoughby St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1001 E 57th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1002 Bushwick Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1002 Bushwick Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 Bedford Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 Clinton St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 East 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 Macdougal Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 Ocean Parkway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
101 Thompson Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 W 90 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 W. 90th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101 Washington Boulevard,3,3,3,3,3,3,3,3,3,3,3,3,3,3
101 West 15th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
101 West 55th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
101-109 Bedford Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1011 Hart St, Brooklyn, NY 11237",1,1,1,1,1,1,1,1,1,1,1,1,1,1
102 Albemarle Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102 Rogers Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-10 Queens Boulevard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102-56 184th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1021 Decatur St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1024 Gates Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10240 62nd Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10245 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102nd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102nd/2nd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1030a Carroll Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1035 Fulton Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1036 Jefferson ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1036 Jefferson st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 2nd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 2nd avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104 Manhattan Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104th & Madison Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Duane St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105 Winthrop St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105-40 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1050 Putnam ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10540 62nd Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1059 Bergen St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1059 Second Avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105th and Park,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Central Park South,2,2,2,2,2,2,2,2,2,2,2,2,2,2
106 Charles Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 Ridge Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106 West 69th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062 Dean Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1065a Greene Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106th/Central Park,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 East 63rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 East 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Greenpoint Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Roebling Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 Saint Marks Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107 WEST 23RD,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1070 Amsterdam,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1070 Bedford ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1070 bedford, brooklyn",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1073 Nostrand Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1074 Decatur Street Brooklyn, NY",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075 E 34th St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1075 Willoughby Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107a Halsey Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
107th & Columbus Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 Charles Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 Cooper St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 East 96th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108 Steuben St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108 West 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108-50 62nd Drive,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"108-50, 62nd Drive",1,1,1,1,1,1,1,1,1,1,1,1,1,1
10824 71st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1085 Park Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1089 Dean Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
108th & 5th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
109 East 89th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109 and Columbus,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1090 Saint Nicholas Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1091 Madison St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092 Bushwick Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109th / Broadway and Amsterdam,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10th Ave,11,11,11,11,11,11,11,11,11,11,11,11,11,11
10th Ave.,44,44,44,44,44,44,44,44,44,44,44,44,44,44
10th Ave. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10th Avenue,30,30,30,30,30,30,30,30,30,30,30,30,30,30
10th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10th Street and 2nd Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10th ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 1st Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 Ave.,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11 Hubert Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11 Hunterfly Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Jones Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Jones apt  ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 Maiden Lane,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11 Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11 Waverly Place ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11 roosevelt pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-02 49th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-05 30th Rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-05 30th Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-22 47th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 45th Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 45th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-25 47th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-44 30th Rd.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11-44 44th Drive,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 East 1st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Fourth Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Horatio,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Horatio Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
110 Macdougal St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 Madison Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Reade Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 Third Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110 West 32nd,2,2,2,2,2,2,2,2,2,2,2,2,2,2
110 st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1100 Gerard Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1103 Carroll Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1103 Carroll Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1103 Willoughby Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1103 Willoughby Ave Apt 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1108 Jefferson Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111 Fulton Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111 Mott St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
111 Mott Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111 Steuben Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111 Worth Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
111 w 16 ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11110 76th Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1113 York Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11155 77th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1119 St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1119 St Marks Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
112 Cooper Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
112 West 56,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1127 Nameoke Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113 India St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113 S 6th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113 S. 6th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113 WEST 74 STREET,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113 West 74th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1136 Lincoln Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1137 Flatbush Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
113th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114 Ridge Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1140 Saint Johns Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1143 Dekalb Ave,",2,2,2,2,2,2,2,2,2,2,2,2,2,2
1148 Ogden Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 3rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 East 2nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 East 34th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
115 East 9th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 Fourth Avenue 7E,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 Greenpoint Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 Henry Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
115 Mulberry St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 Sullivan Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
115 West 23rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 West 60th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115 e 9th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1152 Gates Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1153 Third Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1153-1159 President St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1155 e.35th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1158 Putnam Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1159 Gates Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115th St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
116 Avenue C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116 East 117th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116 John Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
116 Mercer Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116 Sullivan Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116 West 72nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117 East 7th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117 East 89th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
117 Mulberry Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
117 W 13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117 W 13th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117 W 15TH ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117 W 15th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117 east 71st street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1170 Walton Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118 Christopher Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118 East 92nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118 W 109th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118 W 73rd St. (btw. Amsterdam-Columbus Aves.),1,1,1,1,1,1,1,1,1,1,1,1,1,1
118 West 69th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1181 Putnam Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1181 Putnam St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11880 Metropolitan Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
118a Schaefer,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118th St,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"118th St, Kew Gardens, NY 11415",1,1,1,1,1,1,1,1,1,1,1,1,1,1
118th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118th street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 E 83rd Strret,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 McKibbin,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 McKibbon ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 Mckibben St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 South Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 W 15TH ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 West 69th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 West 88th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119 w 3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119-21 Metropolitan Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1191 Bedford Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1193 Bergen Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11th Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11th Ave.,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11th Avenue,24,24,24,24,24,24,24,24,24,24,24,24,24,24
11th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
12 E 86th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12 Underhill Ave Brooklyn,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12-29 31st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120 Atlantic Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120 Christopher St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120 East 34th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120 East 87th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120 Macdougal Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120 West 21st Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
120 West 86th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120-08 85th ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120-10 85th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1201 Ocean Parkway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1203 Bushwick,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1203 Bushwick Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1203 Bushwick Ave ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1203 Bushwick Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1207 Myrtle Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
120th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120th Street and and 85th Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121 Edgecombe Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121 West 19th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121 w 3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1215 Morris Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121A Hull Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121a Hull St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122 33rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122 East 13th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122 Macdougal Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122 W 130th Street ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122 West Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1226 Bedford,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 Bank Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 East 12th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 East 54th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 Parkside Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 Vanderbilt Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 Washington St. #34A,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123 Waverly Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12330 83rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1236 Atlantic Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12360 83rd Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124 Jefferson Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124 Jefferson Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
